"Region_1","Region_2","Jaccard_Index_total","Jaccard_Index_native","Jaccard_Index_exotic","HI"
"Cordillera de Merida paramo","Northwestern Andean montane forests",0.038707102952913,0.0387174028738691,0.0215982721382289,-1.02999209560736e-05
"Eastern Cordillera real montane forests","Northwestern Andean montane forests",0.468853573553157,0.468598623268463,0.699463327370304,0.000254950284694522
"High Monte","Northwestern Andean montane forests",0.0296976960980157,0.0291650019976029,0.191449814126394,0.000532694100412838
"La Costa xeric shrublands","Northwestern Andean montane forests",0.139643624415519,0.13953488372093,0.0898203592814371,0.000108740694588549
"Magdalena Valley dry forests","Northwestern Andean montane forests",0.159969769492379,0.159863945578231,0.219712525667351,0.000105823914148095
"Magdalena Valley montane forests","Northwestern Andean montane forests",0.447396226415094,0.447245283018868,0.313725490196078,0.000150943396226455
"Magellanic subpolar forests","Northwestern Andean montane forests",0.00484913793103448,0.00485044462409054,0.116981132075472,-1.30669305605912e-06
"Maranon dry forests","Northwestern Andean montane forests",0.0498495355227005,0.049862583431488,0.0724946695095949,-1.30479087875196e-05
"Northern Andean paramo","Northwestern Andean montane forests",0.352339845524761,0.352346324281332,0.408536585365854,-6.47875657017183e-06
"Araya and Paria xeric scrub","Patagonian steppe",0.0108932461873638,0.0108932461873638,0.00335570469798658,0
"Atacama desert","Patagonian steppe",0.105263157894737,0.105263157894737,0.0918032786885246,0
"Bolivian Yungas","Patagonian steppe",0.0158968206358728,0.0153061224489796,0.0857908847184987,0.000590698186893234
"Bolivian montane dry forests","Patagonian steppe",0.0347721822541966,0.0341931613677265,0.131506849315068,0.000579020886470188
"Cauca Valley dry forests","Patagonian steppe",0.00553598389531958,0.00553598389531958,0.0221674876847291,0
"Cauca Valley montane forests","Patagonian steppe",0.00740103270223752,0.0072289156626506,0.05720823798627,0.000172117039586919
"Central Andean dry puna","Patagonian steppe",0.106382978723404,0.103202846975089,0.111486486486486,0.00318013174831529
"Central Andean puna","Patagonian steppe",0.0869001297016861,0.087012987012987,0.243169398907104,-0.000112857311300896
"Central Andean wet puna","Patagonian steppe",0.0388793596340766,0.0389016018306636,0.208450704225352,-2.22421965870023e-05
"Chilean matorral","Patagonian steppe",0.201530612244898,0.202564102564103,0.300207039337474,-0.00103349031920461
"Cordillera Central paramo","Patagonian steppe",0.0287253141831239,0.0287253141831239,0.0357142857142857,0
"Cordillera La Costa montane forests","Patagonian steppe",0.00839395635142697,0.00839395635142697,0.0172413793103448,0
"Cordillera Oriental montane forests","Patagonian steppe",0.0067715594503087,0.0067715594503087,0.0378787878787879,0
"Cordillera de Merida paramo","Patagonian steppe",0.0283400809716599,0.0283400809716599,0.00719424460431655,0
"Eastern Cordillera real montane forests","Patagonian steppe",0.00879143088116411,0.00879231935320869,0.161042944785276,-8.88472044584948e-07
"High Monte","Patagonian steppe",0.143236074270557,0.144,0.302325581395349,-0.000763925729442949
"La Costa xeric shrublands","Patagonian steppe",0.00468110005851375,0.00468110005851375,0.0114613180515759,0
"Magdalena Valley dry forests","Patagonian steppe",0.00579862941486558,0.00579862941486558,0.0203562340966921,0
"Magdalena Valley montane forests","Patagonian steppe",0.00814871403106697,0.00814871403106697,0.0647321428571429,0
"Magellanic subpolar forests","Patagonian steppe",0.325,0.325,0.371134020618557,0
"Maranon dry forests","Patagonian steppe",0.00696378830083565,0.00696378830083565,0.0402684563758389,0
"Northern Andean paramo","Patagonian steppe",0.0149878774520608,0.0147707231040564,0.187648456057007,0.000217154348004397
"Northwestern Andean montane forests","Patagonian steppe",0.0104712041884817,0.0103383458646617,0.163492063492063,0.000132858323820022
"Araya and Paria xeric scrub","Patia Valley dry forests",0.0389908256880734,0.0390804597701149,0.0638297872340425,-8.96340820415453e-05
"Atacama desert","Patia Valley dry forests",0.0229885057471264,0.023121387283237,0.0120481927710843,-0.000132881536110557
"Bolivian Yungas","Patia Valley dry forests",0.0110811620245583,0.0107946026986507,0.033112582781457,0.000286559325907577
"Bolivian montane dry forests","Patia Valley dry forests",0.0178041543026706,0.0172311348781937,0.0314465408805031,0.000573019424476923
"Cauca Valley dry forests","Patia Valley dry forests",0.0236991241628027,0.0231839258114374,0.144827586206897,0.000515198351365275
"Cauca Valley montane forests","Patia Valley dry forests",0.0151172893136403,0.0149461244351755,0.103626943005181,0.000171164878464782
"Central Andean dry puna","Patia Valley dry forests",0.0134680134680135,0.0136054421768707,0,-0.00013742870885728
"Central Andean puna","Patia Valley dry forests",0.0134803921568627,0.0135135135135135,0.0198019801980198,-3.31213566507685e-05
"Central Andean wet puna","Patia Valley dry forests",0.0111982082866741,0.0112107623318386,0.0227272727272727,-1.25540451644326e-05
"Chilean matorral","Patia Valley dry forests",0.0154525386313466,0.0133037694013304,0.00530503978779841,0.0021487692300162
"Cordillera Central paramo","Patia Valley dry forests",0.00536672629695885,0.00537634408602151,0,-9.61778906265112e-06
"Cordillera La Costa montane forests","Patia Valley dry forests",0.0210946408209806,0.0211066742726754,0.0824742268041237,-1.20334516947977e-05
"Cordillera Oriental montane forests","Patia Valley dry forests",0.0132583366813982,0.0130574527922861,0.117241379310345,0.000200883889112094
"Cordillera de Merida paramo","Patia Valley dry forests",0.016359918200409,0.0163934426229508,0,-3.3524422541821e-05
"Eastern Cordillera real montane forests","Patia Valley dry forests",0.00676426047450782,0.00676562657780471,0.0346232179226069,-1.36610329688064e-06
"High Monte","Patia Valley dry forests",0.0194174757281553,0.019559902200489,0.0101522842639594,-0.000142426472333659
"La Costa xeric shrublands","Patia Valley dry forests",0.0227817745803357,0.0221822541966427,0.0721649484536082,0.000599520383693045
"Magdalena Valley dry forests","Patia Valley dry forests",0.0209903121636168,0.0204520990312164,0.151515151515152,0.00053821313240043
"Magdalena Valley montane forests","Patia Valley dry forests",0.00832766825288919,0.00824269204622706,0.0961538461538462,8.49762066621341e-05
"Magellanic subpolar forests","Patia Valley dry forests",0,0,0,0
"Maranon dry forests","Patia Valley dry forests",0.0156918687589158,0.0157142857142857,0.109090909090909,-2.24169553698812e-05
"Northern Andean paramo","Patia Valley dry forests",0.0118942731277533,0.0116791538122521,0.0458333333333333,0.000215119315501212
"Northwestern Andean montane forests","Patia Valley dry forests",0.0119833041604955,0.0118518518518519,0.0453563714902808,0.000131452308643637
"Patagonian steppe","Patia Valley dry forests",0.018957345971564,0.019047619047619,0,-9.02730760550668e-05
"Araya and Paria xeric scrub","Peruvian Yungas",0.0398956002982849,0.0399030393436509,0.0416666666666667,-7.43904536607692e-06
"Atacama desert","Peruvian Yungas",0.0100952380952381,0.0100971613640693,0.0833333333333333,-1.92326883125156e-06
"Bolivian Yungas","Peruvian Yungas",0.446978723404255,0.446866485013624,0.137546468401487,0.000112238390631347
"Bolivian montane dry forests","Peruvian Yungas",0.233098972417523,0.233002705139766,0.180451127819549,9.62672777574114e-05
"Cauca Valley dry forests","Peruvian Yungas",0.157363710333605,0.157389322916667,0.18796992481203,-2.56125830621068e-05
"Cauca Valley montane forests","Peruvian Yungas",0.300948991696323,0.300866057658085,0.256055363321799,8.29340382375032e-05
"Central Andean dry puna","Peruvian Yungas",0.0309709291278738,0.0305967312808818,0.0900473933649289,0.000374197846992042
"Central Andean puna","Peruvian Yungas",0.101610216546363,0.101647842992039,0.210884353741497,-3.76264456753705e-05
"Central Andean wet puna","Peruvian Yungas",0.266167336499817,0.26603325415677,0.375,0.000134082343047737
"Chilean matorral","Peruvian Yungas",0.0308231819859727,0.0304596640206756,0.116033755274262,0.000363517965297034
"Cordillera Central paramo","Peruvian Yungas",0.0506188804729355,0.0506282335550628,0.0611111111111111,-9.35308212730163e-06
"Cordillera La Costa montane forests","Peruvian Yungas",0.175191163976211,0.175220938137322,0.153846153846154,-2.97741611108571e-05
"Cordillera Oriental montane forests","Peruvian Yungas",0.302215392495838,0.302254098360656,0.204633204633205,-3.87058648176342e-05
"Cordillera de Merida paramo","Peruvian Yungas",0.04091834845399,0.0409259259259259,0.0284090909090909,-7.5774719359295e-06
"Eastern Cordillera real montane forests","Peruvian Yungas",0.441791614936491,0.441600611211919,0.246212121212121,0.000191003724572647
"High Monte","Peruvian Yungas",0.0422932330827068,0.042121098157202,0.175084175084175,0.000172134925504809
"La Costa xeric shrublands","Peruvian Yungas",0.153300692216782,0.153326578858494,0.123893805309735,-2.58866417117143e-05
"Magdalena Valley dry forests","Peruvian Yungas",0.142345859768993,0.142369020501139,0.1796875,-2.31607321459493e-05
"Magdalena Valley montane forests","Peruvian Yungas",0.274739290269338,0.274759903961585,0.251655629139073,-2.06136922470956e-05
"Magellanic subpolar forests","Peruvian Yungas",0.00514677849790316,0.00514775977121068,0.107011070110701,-9.81273307512631e-07
"Maranon dry forests","Peruvian Yungas",0.0910280373831776,0.0908411214953271,0.21264367816092,0.000186915887850456
"Northern Andean paramo","Peruvian Yungas",0.249550012856776,0.249485596707819,0.245341614906832,6.44161489566086e-05
"Northwestern Andean montane forests","Peruvian Yungas",0.359832185886403,0.359802022810415,0.255445544554455,3.01630759874105e-05
"Patagonian steppe","Peruvian Yungas",0.012514220705347,0.0125165939692775,0.133676092544987,-2.37326393046598e-06
"Patia Valley dry forests","Peruvian Yungas",0.00870717395419269,0.00871047150160954,0.0549450549450549,-3.29754741684903e-06
"Araya and Paria xeric scrub","Santa Marta montane forests",0.0803814713896458,0.0803814713896458,0.0416666666666667,0
"Atacama desert","Santa Marta montane forests",0.00768639508070715,0.00768639508070715,0.00925925925925926,0
"Bolivian Yungas","Santa Marta montane forests",0.156747049769112,0.156611039794608,0.0647058823529412,0.000136009974503887
"Bolivian montane dry forests","Santa Marta montane forests",0.136926147704591,0.137035557331203,0.0617977528089888,-0.000109409626611739
"Cauca Valley dry forests","Santa Marta montane forests",0.180923542770628,0.180923542770628,0.248366013071895,0
"Cauca Valley montane forests","Santa Marta montane forests",0.1625,0.162527087847975,0.233160621761658,-2.70878479746439e-05
"Central Andean dry puna","Santa Marta montane forests",0.0177430801987225,0.0170454545454545,0.00961538461538462,0.000697625653267954
"Central Andean puna","Santa Marta montane forests",0.0810810810810811,0.0811258278145695,0.0358744394618834,-4.47467334884488e-05
"Central Andean wet puna","Santa Marta montane forests",0.122612681436211,0.122659533817348,0.0512820512820513,-4.68523811372606e-05
"Chilean matorral","Santa Marta montane forests",0.0218088518280949,0.021181001283697,0.0150753768844221,0.000627850544397887
"Cordillera Central paramo","Santa Marta montane forests",0.0386029411764706,0.0386029411764706,0.0153846153846154,0
"Cordillera La Costa montane forests","Santa Marta montane forests",0.230639730639731,0.230639730639731,0.160714285714286,0
"Cordillera Oriental montane forests","Santa Marta montane forests",0.171217292377702,0.171217292377702,0.307692307692308,0
"Cordillera de Merida paramo","Santa Marta montane forests",0.0759075907590759,0.0759075907590759,0.0566037735849057,0
"Eastern Cordillera real montane forests","Santa Marta montane forests",0.0872332093205404,0.0872417507098796,0.0724346076458753,-8.54138933913118e-06
"High Monte","Santa Marta montane forests",0.0250825082508251,0.0244385733157199,0.0135746606334842,0.000643934935105134
"La Costa xeric shrublands","Santa Marta montane forests",0.215845824411135,0.215845824411135,0.121739130434783,0
"Magdalena Valley dry forests","Santa Marta montane forests",0.180366186209583,0.180366186209583,0.273381294964029,0
"Magdalena Valley montane forests","Santa Marta montane forests",0.101703534197813,0.101703534197813,0.222222222222222,0
"Magellanic subpolar forests","Santa Marta montane forests",0.00234741784037559,0.00234741784037559,0.00574712643678161,0
"Maranon dry forests","Santa Marta montane forests",0.0518814139110604,0.0518814139110604,0.0886075949367089,0
"Northern Andean paramo","Santa Marta montane forests",0.118991793669402,0.11903831118061,0.112903225806452,-4.65175112077387e-05
"Northwestern Andean montane forests","Santa Marta montane forests",0.124268815806577,0.124301131192303,0.0899357601713062,-3.231538572529e-05
"Patagonian steppe","Santa Marta montane forests",0.00747384155455904,0.00747384155455904,0.00636942675159236,0
"Patia Valley dry forests","Santa Marta montane forests",0.0276710222905457,0.026902382782475,0.0983606557377049,0.000768639508070715
"Peruvian Yungas","Santa Marta montane forests",0.130708661417323,0.130731536576829,0.124352331606218,-2.28751595059973e-05
"Araya and Paria xeric scrub","Southern Andean Yungas",0.0728624535315985,0.0728624535315985,0.0259259259259259,0
"Atacama desert","Southern Andean Yungas",0.0419268510258698,0.0419268510258698,0.106761565836299,0
"Bolivian Yungas","Southern Andean Yungas",0.199450549450549,0.199010445299615,0.259868421052632,0.00044010415093429
"Bolivian montane dry forests","Southern Andean Yungas",0.377291242362525,0.376974019358125,0.303333333333333,0.00031722300440018
"Cauca Valley dry forests","Southern Andean Yungas",0.133663366336634,0.133663366336634,0.110169491525424,0
"Cauca Valley montane forests","Southern Andean Yungas",0.106575963718821,0.106413994169096,0.139896373056995,0.000161969549724653
"Central Andean dry puna","Southern Andean Yungas",0.0839630562552477,0.0822837951301427,0.124542124542125,0.00167926112510496
"Central Andean puna","Southern Andean Yungas",0.412908242612753,0.413229571984436,0.513986013986014,-0.000321329371683055
"Central Andean wet puna","Southern Andean Yungas",0.198456922417488,0.198542024013722,0.287974683544304,-8.51015962338997e-05
"Chilean matorral","Southern Andean Yungas",0.111963190184049,0.110429447852761,0.181286549707602,0.00153374233128835
"Cordillera Central paramo","Southern Andean Yungas",0.0388219544846051,0.0388219544846051,0.0551181102362205,0
"Cordillera La Costa montane forests","Southern Andean Yungas",0.152029826014913,0.152029826014913,0.106666666666667,0
"Cordillera Oriental montane forests","Southern Andean Yungas",0.101698009859412,0.101698009859412,0.124277456647399,0
"Cordillera de Merida paramo","Southern Andean Yungas",0.0546099290780142,0.0546099290780142,0.015748031496063,0
"Eastern Cordillera real montane forests","Southern Andean Yungas",0.0879317189360857,0.0879404466501241,0.256410256410256,-8.7277140383285e-06
"High Monte","Southern Andean Yungas",0.234676007005254,0.23292469352014,0.458904109589041,0.00175131348511381
"La Costa xeric shrublands","Southern Andean Yungas",0.157081545064378,0.157081545064378,0.0996677740863787,0
"Magdalena Valley dry forests","Southern Andean Yungas",0.142461416699644,0.142461416699644,0.104956268221574,0
"Magdalena Valley montane forests","Southern Andean Yungas",0.0776194467728416,0.0776194467728416,0.148989898989899,0
"Magellanic subpolar forests","Southern Andean Yungas",0.0160714285714286,0.0160714285714286,0.125373134328358,0
"Maranon dry forests","Southern Andean Yungas",0.0558312655086849,0.0558312655086849,0.0746268656716418,0
"Northern Andean paramo","Southern Andean Yungas",0.0931871574001566,0.0930095946739769,0.222506393861893,0.000177562726179734
"Northwestern Andean montane forests","Southern Andean Yungas",0.0999612052243631,0.0997025733867839,0.256183745583039,0.00025863183757921
"Patagonian steppe","Southern Andean Yungas",0.057945566286216,0.057945566286216,0.248192771084337,0
"Patia Valley dry forests","Southern Andean Yungas",0.0187713310580205,0.0187873612297182,0.0267175572519084,-1.60301716977083e-05
"Peruvian Yungas","Southern Andean Yungas",0.144124569980083,0.144150670047084,0.210982658959538,-2.61000670011002e-05
"Santa Marta montane forests","Southern Andean Yungas",0.114997604216579,0.114997604216579,0.0315789473684211,0
"Araya and Paria xeric scrub","Southern Andean steppe",0.0111111111111111,0.0111358574610245,0.00520833333333333,-2.47463499133873e-05
"Atacama desert","Southern Andean steppe",0.139240506329114,0.140127388535032,0.112745098039216,-0.000886882205917927
"Bolivian Yungas","Southern Andean steppe",0.0147191348753379,0.0144360902255639,0.0794223826714801,0.000283044649774029
"Bolivian montane dry forests","Southern Andean steppe",0.0456760048721072,0.04448507007922,0.189922480620155,0.0011909347928872
"Cauca Valley dry forests","Southern Andean steppe",0.00505305709954523,0.00505561172901921,0.00980392156862745,-2.55462947398605e-06
"Cauca Valley montane forests","Southern Andean steppe",0.00550584996558844,0.00550774526678141,0.0318840579710145,-1.89530119297423e-06
"Central Andean dry puna","Southern Andean steppe",0.192913385826772,0.19047619047619,0.17989417989418,0.00243719535058118
"Central Andean puna","Southern Andean steppe",0.103861517976032,0.102666666666667,0.246428571428571,0.00119485130936529
"Central Andean wet puna","Southern Andean steppe",0.0372920252438325,0.0367393800229621,0.214285714285714,0.000552645220870361
"Chilean matorral","Southern Andean steppe",0.15211970074813,0.150375939849624,0.225352112676056,0.00174376089850561
"Cordillera Central paramo","Southern Andean steppe",0.0180505415162455,0.0180831826401447,0.0395480225988701,-3.2641123899179e-05
"Cordillera La Costa montane forests","Southern Andean steppe",0.00617283950617284,0.00561167227833894,0.0163934426229508,0.000561167227833895
"Cordillera Oriental montane forests","Southern Andean steppe",0.00537955768081291,0.00538062973296134,0.0304054054054054,-1.07205214842747e-06
"Cordillera de Merida paramo","Southern Andean steppe",0.0309917355371901,0.031055900621118,0.0116279069767442,-6.41650839279286e-05
"Eastern Cordillera real montane forests","Southern Andean steppe",0.00879943359967634,0.00869917054420392,0.136125654450262,0.000100263055472418
"High Monte","Southern Andean steppe",0.223188405797101,0.221574344023324,0.351778656126482,0.00161406177377782
"La Costa xeric shrublands","Southern Andean steppe",0.00529723366686286,0.00530035335689046,0.0164609053497942,-3.11969002759951e-06
"Magdalena Valley dry forests","Southern Andean steppe",0.00903294367693943,0.00850159404888417,0.013745704467354,0.000531349628055261
"Magdalena Valley montane forests","Southern Andean steppe",0.00670116210026296,0.00661633726355077,0.0392156862745098,8.4824836712189e-05
"Magellanic subpolar forests","Southern Andean steppe",0.145038167938931,0.146153846153846,0.252136752136752,-0.00111567821491487
"Maranon dry forests","Southern Andean steppe",0.00563380281690141,0.00564174894217207,0.0515463917525773,-7.9461252706645e-06
"Northern Andean paramo","Southern Andean steppe",0.011889035667107,0.0114512221977538,0.152046783625731,0.000437813469353203
"Northwestern Andean montane forests","Southern Andean steppe",0.00953404055324292,0.00926672038678485,0.14207650273224,0.000267320166458066
"Patagonian steppe","Southern Andean steppe",0.35625,0.35,0.40453074433657,0.00625000000000003
"Patia Valley dry forests","Southern Andean steppe",0.00980392156862745,0.0099009900990099,0,-9.70685303824503e-05
"Peruvian Yungas","Southern Andean steppe",0.0123433345993164,0.0121557454890788,0.127946127946128,0.000187589110237547
"Santa Marta montane forests","Southern Andean steppe",0.00525525525525526,0.00525920360631104,0.00478468899521531,-3.94835105578875e-06
"Southern Andean Yungas","Southern Andean steppe",0.0688114387846291,0.0679177837354781,0.271604938271605,0.000893655049151024
"Araya and Paria xeric scrub","Tumbes Piura dry forests",0.0765492102065614,0.0766423357664234,0.0588235294117647,-9.31255598620034e-05
"Atacama desert","Tumbes Piura dry forests",0.026890756302521,0.0269360269360269,0.0439024390243902,-4.52706335059248e-05
"Bolivian Yungas","Tumbes Piura dry forests",0.0604120267260579,0.0604962364092556,0.1171875,-8.42096831977363e-05
"Bolivian montane dry forests","Tumbes Piura dry forests",0.0821158690176322,0.0816944024205749,0.11787072243346,0.000421466597057357
"Cauca Valley dry forests","Tumbes Piura dry forests",0.116751269035533,0.116805170821791,0.254237288135593,-5.39017862583174e-05
"Cauca Valley montane forests","Tumbes Piura dry forests",0.0569311099882095,0.0567722371967655,0.229390681003584,0.00015887279144404
"Central Andean dry puna","Tumbes Piura dry forests",0.0251396648044693,0.0252454417952314,0.0294117647058824,-0.000105776990762141
"Central Andean puna","Tumbes Piura dry forests",0.087144089732528,0.0863557858376511,0.142857142857143,0.000788303894876927
"Central Andean wet puna","Tumbes Piura dry forests",0.058628841607565,0.0581835383159886,0.123188405797101,0.000445303291576368
"Chilean matorral","Tumbes Piura dry forests",0.0444444444444444,0.0433763188745604,0.0408997955010225,0.00106812556988407
"Cordillera Central paramo","Tumbes Piura dry forests",0.0247167868177137,0.0247422680412371,0.0239520958083832,-2.54812235234159e-05
"Cordillera La Costa montane forests","Tumbes Piura dry forests",0.094488188976378,0.0945347119645495,0.186868686868687,-4.65229881715379e-05
"Cordillera Oriental montane forests","Tumbes Piura dry forests",0.0504411200613732,0.0504507960867063,0.242553191489362,-9.67602533308298e-06
"Cordillera de Merida paramo","Tumbes Piura dry forests",0.0197368421052632,0.0197585071350165,0.0189873417721519,-2.1665029753308e-05
"Eastern Cordillera real montane forests","Tumbes Piura dry forests",0.0484683595324466,0.0483724680036279,0.265873015873016,9.58915288186632e-05
"High Monte","Tumbes Piura dry forests",0.0479115479115479,0.0467980295566502,0.0930232558139535,0.00111351835489767
"La Costa xeric shrublands","Tumbes Piura dry forests",0.107716209218022,0.107772020725389,0.17,-5.58115073668597e-05
"Magdalena Valley dry forests","Tumbes Piura dry forests",0.120192307692308,0.12025012025012,0.27027027027027,-5.78125578125505e-05
"Magdalena Valley montane forests","Tumbes Piura dry forests",0.0349209020531807,0.0348367553012454,0.230240549828179,8.41467519353753e-05
"Magellanic subpolar forests","Tumbes Piura dry forests",0.00519031141868512,0.00346020761245675,0.033210332103321,0.00173010380622837
"Maranon dry forests","Tumbes Piura dry forests",0.0514233241505969,0.0514705882352941,0.157575757575758,-4.72640846972405e-05
"Northern Andean paramo","Tumbes Piura dry forests",0.0412178956089478,0.0410277662660588,0.165137614678899,0.000190129342888957
"Northwestern Andean montane forests","Tumbes Piura dry forests",0.0539644656589764,0.0537064049860761,0.265979381443299,0.000258060672900282
"Patagonian steppe","Tumbes Piura dry forests",0.0109204368174727,0.0093603744149766,0.0369458128078818,0.0015600624024961
"Patia Valley dry forests","Tumbes Piura dry forests",0.0241157556270096,0.0241935483870968,0.0683229813664596,-7.77927600871288e-05
"Peruvian Yungas","Tumbes Piura dry forests",0.0564723138980565,0.0561056105610561,0.21969696969697,0.000366703337000368
"Santa Marta montane forests","Tumbes Piura dry forests",0.0825688073394495,0.0826193390452876,0.112994350282486,-5.05317058380889e-05
"Southern Andean Yungas","Tumbes Piura dry forests",0.103050847457627,0.102372881355932,0.143266475644699,0.000677966101694918
"Southern Andean steppe","Tumbes Piura dry forests",0.0110759493670886,0.0111111111111111,0.0465116279069767,-3.51617440225039e-05
"Araya and Paria xeric scrub","Valdivian temperate forests",0.0160583941605839,0.0160583941605839,0.00649350649350649,0
"Atacama desert","Valdivian temperate forests",0.0992167101827676,0.0992167101827676,0.0942982456140351,0
"Bolivian Yungas","Valdivian temperate forests",0.0381526104417671,0.0373027259684362,0.0917782026768642,0.000849884473330918
"Bolivian montane dry forests","Valdivian temperate forests",0.0781938325991189,0.0776859504132231,0.122093023255814,0.0005078821858958
"Cauca Valley dry forests","Valdivian temperate forests",0.0210622710622711,0.0210622710622711,0.035650623885918,0
"Cauca Valley montane forests","Valdivian temperate forests",0.023721399730821,0.0235531628532974,0.0716723549488055,0.000168236877523553
"Central Andean dry puna","Valdivian temperate forests",0.103448275862069,0.0993914807302231,0.104910714285714,0.00405679513184584
"Central Andean puna","Valdivian temperate forests",0.140724946695096,0.140875133404482,0.212890625,-0.000150186709386435
"Central Andean wet puna","Valdivian temperate forests",0.0818373812038015,0.0818806127839408,0.175889328063241,-4.32315801393579e-05
"Chilean matorral","Valdivian temperate forests",0.45850622406639,0.457380457380457,0.544747081712062,0.00112576668593262
"Cordillera Central paramo","Valdivian temperate forests",0.0495436766623207,0.0495436766623207,0.0224215246636771,0
"Cordillera La Costa montane forests","Valdivian temperate forests",0.0277918140474987,0.0277918140474987,0.0276679841897233,0
"Cordillera Oriental montane forests","Valdivian temperate forests",0.0224327982982015,0.0224327982982015,0.0471869328493648,0
"Cordillera de Merida paramo","Valdivian temperate forests",0.0556348074179743,0.0556348074179743,0.00904977375565611,0
"Eastern Cordillera real montane forests","Valdivian temperate forests",0.0246764971411375,0.0245761861771492,0.19404915912031,0.000100310963988364
"High Monte","Valdivian temperate forests",0.159090909090909,0.157618213660245,0.223107569721116,0.00147269543066392
"La Costa xeric shrublands","Valdivian temperate forests",0.0214884696016771,0.0214884696016771,0.0216535433070866,0
"Magdalena Valley dry forests","Valdivian temperate forests",0.0278578290105668,0.0278578290105668,0.0327868852459016,0
"Magdalena Valley montane forests","Valdivian temperate forests",0.0254911924119241,0.0254911924119241,0.0788590604026846,0
"Magellanic subpolar forests","Valdivian temperate forests",0.120343839541547,0.120343839541547,0.247240618101545,0
"Maranon dry forests","Valdivian temperate forests",0.0138004246284501,0.0138004246284501,0.0325379609544469,0
"Northern Andean paramo","Valdivian temperate forests",0.0377601373095902,0.0375536480686695,0.189285714285714,0.000206489240920683
"Northwestern Andean montane forests","Valdivian temperate forests",0.0295912951167728,0.0294625082946251,0.205093833780161,0.000128786822147741
"Patagonian steppe","Valdivian temperate forests",0.251366120218579,0.251366120218579,0.470833333333333,0
"Patia Valley dry forests","Valdivian temperate forests",0.00675675675675676,0.00677200902934537,0.0043956043956044,-1.52522725886152e-05
"Peruvian Yungas","Valdivian temperate forests",0.0329996292176492,0.0330057481921009,0.130353817504655,-6.1189744516299e-06
"Santa Marta montane forests","Valdivian temperate forests",0.020671834625323,0.020671834625323,0.010482180293501,0
"Southern Andean Yungas","Valdivian temperate forests",0.113953488372093,0.113953488372093,0.225806451612903,0
"Southern Andean steppe","Valdivian temperate forests",0.154241645244216,0.151670951156812,0.279317697228145,0.0025706940874036
"Tumbes Piura dry forests","Valdivian temperate forests",0.0328638497652582,0.0316901408450704,0.0426287744227353,0.0011737089201878
"Araya and Paria xeric scrub","Venezuelan Andes montane forests",0.0852353780313837,0.0852353780313837,0.147368421052632,0
"Atacama desert","Venezuelan Andes montane forests",0.00985041955490697,0.00985041955490697,0.0214285714285714,0
"Bolivian Yungas","Venezuelan Andes montane forests",0.261577500528653,0.26126507298498,0.12565445026178,0.000312427543673055
"Bolivian montane dry forests","Venezuelan Andes montane forests",0.198496659242762,0.198273461431356,0.109452736318408,0.000223197811405534
"Cauca Valley dry forests","Venezuelan Andes montane forests",0.202890932982917,0.202890932982917,0.19047619047619,0
"Cauca Valley montane forests","Venezuelan Andes montane forests",0.282628536659568,0.282671535067701,0.172413793103448,-4.29984081332102e-05
"Central Andean dry puna","Venezuelan Andes montane forests",0.0240878498051718,0.0233793836344315,0.0373134328358209,0.000708466170740347
"Central Andean puna","Venezuelan Andes montane forests",0.0997747022851625,0.0998068254990341,0.108786610878661,-3.21232138715821e-05
"Central Andean wet puna","Venezuelan Andes montane forests",0.169148936170213,0.169193934557063,0.0963302752293578,-4.49983868502923e-05
"Chilean matorral","Venezuelan Andes montane forests",0.0241773002014775,0.0238495129324824,0.0257611241217799,0.000327787268995135
"Cordillera Central paramo","Venezuelan Andes montane forests",0.0447464368578058,0.0447464368578058,0.0526315789473684,0
"Cordillera La Costa montane forests","Venezuelan Andes montane forests",0.33201581027668,0.33201581027668,0.477477477477477,0
"Cordillera Oriental montane forests","Venezuelan Andes montane forests",0.321675900277008,0.321675900277008,0.255681818181818,0
"Cordillera de Merida paramo","Venezuelan Andes montane forests",0.110431654676259,0.110431654676259,0.111111111111111,0
"Eastern Cordillera real montane forests","Venezuelan Andes montane forests",0.179530516431925,0.179547375340408,0.0988372093023256,-1.68589084826587e-05
"High Monte","Venezuelan Andes montane forests",0.0368584223217361,0.0361694798484327,0.0705394190871369,0.000688942473303478
"La Costa xeric shrublands","Venezuelan Andes montane forests",0.297493204469949,0.297493204469949,0.429824561403509,0
"Magdalena Valley dry forests","Venezuelan Andes montane forests",0.212375033774655,0.212375033774655,0.21264367816092,0
"Magdalena Valley montane forests","Venezuelan Andes montane forests",0.213056977427205,0.213056977427205,0.181069958847737,0
"Magellanic subpolar forests","Venezuelan Andes montane forests",0.00403373670700403,0.00403373670700403,0.0145631067961165,0
"Maranon dry forests","Venezuelan Andes montane forests",0.0583333333333333,0.0583333333333333,0.121495327102804,0
"Northern Andean paramo","Venezuelan Andes montane forests",0.21804001356392,0.218113975576662,0.107142857142857,-7.39620127421792e-05
"Northwestern Andean montane forests","Venezuelan Andes montane forests",0.236661771904063,0.236568351486966,0.101419878296146,9.34204170965625e-05
"Patagonian steppe","Venezuelan Andes montane forests",0.00935588341129903,0.00935588341129903,0.0144927536231884,0
"Patia Valley dry forests","Venezuelan Andes montane forests",0.0163695889414332,0.0160058202982903,0.074468085106383,0.000363768643142959
